"B. Radikale Venstre","Holbæk",1739
"B. Radikale Venstre","Kalundborg",865
"B. Radikale Venstre","Lolland",147
"B. Radikale Venstre","Næstved",2421
"B. Radikale Venstre","Odsherred",1163
"B. Radikale Venstre","Ringsted",560
"B. Radikale Venstre","Slagelse",1932
"B. Radikale Venstre","Sorø",458
"B. Radikale Venstre","Stevns",720
"B. Radikale Venstre","Vordingborg",806
"B. Radikale Venstre","Assens",552
"B. Radikale Venstre","Faaborg-Midtfyn",1483
"B. Radikale Venstre","Kerteminde",382
"B. Radikale Venstre","Langeland",357
"B. Radikale Venstre","Middelfart",666
"B. Radikale Venstre","Nordfyns",491
"B. Radikale Venstre","Nyborg",335
"B. Radikale Venstre","Odense",8393
"B. Radikale Venstre","Svendborg",1714
"B. Radikale Venstre","Ærø",118
"B. Radikale Venstre","Billund",222
"B. Radikale Venstre","Esbjerg",2124
"B. Radikale Venstre","Fanø",666
"B. Radikale Venstre","Fredericia",566
"B. Radikale Venstre","Haderslev",1430
"B. Radikale Venstre","Kolding",3185
"B. Radikale Venstre","Sønderborg",417
"B. Radikale Venstre","Tønder",0
"B. Radikale Venstre","Varde",800
"B. Radikale Venstre","Vejen",392
"B. Radikale Venstre","Vejle",1990
"B. Radikale Venstre","Aabenraa",0
"B. Radikale Venstre","Favrskov",1007
"B. Radikale Venstre","Hedensted",348
"B. Radikale Venstre","Horsens",1647
"B. Radikale Venstre","Norddjurs",528
"B. Radikale Venstre","Odder",1156
"B. Radikale Venstre","Randers",1537
"B. Radikale Venstre","Samsø",0
"B. Radikale Venstre","Silkeborg",2892
"B. Radikale Venstre","Skanderborg",2642
"B. Radikale Venstre","Syddjurs",1174
"B. Radikale Venstre","Aarhus",17761
"B. Radikale Venstre","Herning",2838
"B. Radikale Venstre","Holstebro",2408
"B. Radikale Venstre","Ikast-Brande",0
"B. Radikale Venstre","Lemvig",398
"B. Radikale Venstre","Ringkøbing-Skjern",267
"B. Radikale Venstre","Skive",583
"B. Radikale Venstre","Struer",592
"B. Radikale Venstre","Viborg",868
